emp_id,sector,job_title,soc_code,annual_salary_usd,ai_salary_premium_pct,demand_growth_yoy_pct,is_remote_eligible,is_llm_role,task_codifiability_score,education_mismatch_idx,resilience_score,displacement_occurred
12201,Office Support,Cement Masons and Concrete Finishers,47-2051.00,324000,14.8,8.8,TRUE,FALSE,0.6954,0.0737,3.24,TRUE
12202,Healthcare Practitioners,Medical Records Specialists,29-2072.00,197000,12.3,12.6,FALSE,FALSE,0.1343,0.4428,3.75,FALSE
12203,Production,Engine and Other Machine Assemblers,51-2031.00,150000,12.1,20.4,FALSE,TRUE,0.55,0.849,5.29,FALSE
12204,Office Support,Sailors and Marine Oilers,53-5011.00,201000,8.5,9.9,TRUE,FALSE,0.8188,0.7317,2.83,TRUE
12205,Office Support,Non-Destructive Testing Specialists,17-3029.01,144000,12.2,16.8,TRUE,FALSE,0.8668,0.1306,4.58,TRUE
12206,Architecture & Engineering,"Engineering Technologists and Technicians, Except Drafters, All Other",17-3029.00,258000,5.1,11.5,FALSE,FALSE,0.0524,0.3289,2.81,FALSE
12207,Office Support,Reinforcing Iron and Rebar Workers,47-2171.00,164000,15.4,75.3,TRUE,TRUE,0.8016,0.7875,16.6,FALSE
12208,Office Support,Paramedics,29-2043.00,100000,16.4,7.6,TRUE,FALSE,0.7649,0.6652,3.16,TRUE
12209,Office Support,Drywall and Ceiling Tile Installers,47-2081.00,150000,8.4,17.6,TRUE,TRUE,0.6559,0.1762,4.36,FALSE
12210,Architecture & Engineering,Locomotive Engineers,53-4011.00,100000,13.3,33.4,FALSE,FALSE,0.8244,0.2861,8.01,FALSE
12211,Office Support,Aviation Inspectors,53-6051.01,140000,14.8,14.8,TRUE,FALSE,0.9383,0.5495,4.44,TRUE
12212,Office Support,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,110000,11.2,13.3,TRUE,FALSE,0.6047,0.073,3.78,TRUE
12213,Office Support,First-Line Supervisors of All Other Tactical Operations Specialists,55-2013.00,240000,15.3,7.8,TRUE,FALSE,0.6934,0.603,3.09,TRUE
12214,Education,"Postsecondary Teachers, All Other",25-1199.00,269000,11.7,29.6,FALSE,FALSE,0.1002,0.512,7.09,FALSE
12215,Technology/Computer,Information Security Engineers,15-1299.05,150000,12.1,20.4,TRUE,TRUE,0.8315,0.6043,5.29,FALSE
12216,Office Support,Radiologic Technologists and Technicians,29-2034.00,167000,9.5,27.3,TRUE,FALSE,0.5128,0.9453,6.41,TRUE
12217,Technology/Computer,Equal Opportunity Representatives and Officers,13-1041.03,149000,15.3,29,TRUE,FALSE,0.7573,0.7489,7.33,TRUE
12218,Architecture & Engineering,Water/Wastewater Engineers,17-2051.02,132000,10.9,28.1,TRUE,FALSE,0.786,0.6103,6.71,FALSE
12219,Office Support,"Meeting, Convention, and Event Planners",13-1121.00,125000,12.6,28.9,TRUE,FALSE,0.962,0.3696,7.04,TRUE
12220,Office Support,"Counselors, All Other",21-1019.00,150000,10.9,19.6,FALSE,TRUE,0.8017,0.5376,5.01,FALSE
12221,Office Support,Slaughterers and Meat Packers,51-3023.00,168000,15.1,69.9,TRUE,FALSE,0.7207,0.8048,15.49,TRUE
12222,Healthcare Practitioners,Physical Therapist Assistants,31-2021.00,159000,4.8,37.7,FALSE,FALSE,0.7514,0.5048,8.02,FALSE
12223,Office Support,Hazardous Materials Removal Workers,47-4041.00,348000,4.1,73.7,TRUE,FALSE,0.671,0.6379,15.15,TRUE
12224,Production,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,110000,13.4,9,FALSE,FALSE,0.8182,0.1805,3.14,FALSE
12225,Office Support,"Agricultural Workers, All Other",45-2099.00,160000,11.2,6.6,FALSE,FALSE,0.8015,0.8813,2.44,TRUE
12226,Office Support,Psychiatric Aides,31-1133.00,140000,14.8,14.8,TRUE,FALSE,0.8783,0.1779,4.44,TRUE
12227,Education,"Teachers and Instructors, All Other",25-3099.00,199000,12.2,23.2,FALSE,FALSE,0.1802,1,5.86,TRUE
12228,Office Support,Endoscopy Technicians,31-9099.02,189000,7.9,24.9,TRUE,FALSE,0.754,0.6007,5.77,TRUE
12229,Production,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,182000,11.8,11.6,FALSE,FALSE,0.7052,0.2641,3.5,FALSE
12230,Life/Physical Science,"Life, Physical, and Social Science Technicians, All Other",19-4099.00,374400,11.7,19.1,FALSE,FALSE,0.2028,1,4.99,TRUE
12231,Office Support,"Layout Workers, Metal and Plastic",51-4192.00,237000,14.2,29,TRUE,FALSE,0.7484,0.5177,7.22,TRUE
12232,Office Support,Radiologists,29-1224.00,253000,9.4,17.1,TRUE,FALSE,0.845,0.5839,4.36,TRUE
12233,Food Service,"Cooks, All Other",35-2019.00,261600,7.6,16.4,FALSE,FALSE,0.182,0.8977,4.04,FALSE
12234,Technology/Computer,"Production, Planning, and Expediting Clerks",43-5061.00,142000,14.8,63.1,TRUE,FALSE,0.488,0.0654,14.1,FALSE
12235,Sales,"Buyers and Purchasing Agents, Farm Products",13-1021.00,172000,13.8,22.7,TRUE,FALSE,0.6179,0.376,5.92,FALSE
12236,Office Support,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,222000,3.7,60.9,TRUE,FALSE,0.6742,0.698,12.55,TRUE
12237,Office Support,Environmental Economists,19-3011.01,150000,9.9,63,TRUE,TRUE,0.6302,0.9148,13.59,FALSE
12238,Office Support,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,172000,10.3,76.7,TRUE,FALSE,0.5435,0.833,16.37,TRUE
12239,Technology/Computer,Editors,27-3041.00,178000,5.4,61.4,TRUE,TRUE,0.7411,0.2517,12.82,FALSE
12240,Office Support,Psychiatrists,29-1223.00,130000,8.9,19.9,TRUE,FALSE,0.7945,0.922,4.87,TRUE
12241,Technology/Computer,"Credit Authorizers, Checkers, and Clerks",43-4041.00,184000,9,9.3,TRUE,FALSE,0.6077,0.8213,2.76,TRUE
12242,Office Support,Detectives and Criminal Investigators,33-3021.00,131000,15.9,80.4,TRUE,FALSE,0.6887,0.7229,17.67,TRUE
12243,Protective Service,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,140000,17,21.7,FALSE,FALSE,0.5256,0.2041,6.04,FALSE
12244,Management,Chief Executives,11-1011.00,202000,3.3,55.3,FALSE,TRUE,1,0.3762,11.39,FALSE
12245,Life/Physical Science,Molecular and Cellular Biologists,19-1029.02,180000,8.7,62.4,TRUE,FALSE,0.8973,0.0759,13.35,FALSE
12246,Protective Service,Police Identification and Records Officers,33-3021.02,115000,8.9,18.6,FALSE,FALSE,0.7318,0.7851,4.61,FALSE
12247,Office Support,Curators,25-4012.00,157000,4.5,25.2,TRUE,FALSE,0.9533,0.4507,5.49,TRUE
12248,Office Support,Watch and Clock Repairers,49-9064.00,203000,13,29.1,TRUE,FALSE,0.6726,0.3889,7.12,TRUE
12249,Office Support,"Welders, Cutters, Solderers, and Brazers",51-4121.00,212000,9.3,23.3,FALSE,FALSE,0.3253,0.0971,5.59,FALSE
12250,Management,Food Service Managers,11-9051.00,138000,9.4,21.2,TRUE,FALSE,0.5725,0.3711,5.18,FALSE
12251,Office Support,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,145000,5.8,67.4,TRUE,TRUE,0.8617,0.8605,14.06,TRUE
12252,Office Support,Speech-Language Pathology Assistants,31-9099.01,189000,7.9,24.9,TRUE,FALSE,0.6597,0.5328,5.77,TRUE
12253,Office Support,Veterinarians,29-1131.00,196000,16.2,19.3,TRUE,FALSE,0.7829,0.747,5.48,TRUE
12254,Management,Solar Energy Installation Managers,47-1011.03,300000,14.1,79.1,TRUE,TRUE,0.6747,0.4212,17.23,FALSE
12255,Technology/Computer,Computer Systems Analysts,15-1211.00,139000,12,82,TRUE,FALSE,0.6404,0.2926,17.6,FALSE
12256,Education,"Special Education Teachers, Preschool",25-2051.00,329000,12.7,27.5,TRUE,FALSE,0.7253,0.9484,6.77,TRUE
12257,Technology/Computer,"Community and Social Service Specialists, All Other",21-1099.00,98000,6.5,16.4,TRUE,TRUE,0.3529,0.6831,3.93,TRUE
12258,Sales,"Sales and Related Workers, All Other",41-9099.00,140000,13.8,20.1,TRUE,FALSE,0.1045,0.568,5.4,TRUE
12259,Management,"Agents and Business Managers of Artists, Performers, and Athletes",13-1011.00,170000,8.2,17.9,TRUE,FALSE,0.6043,0.2809,4.4,FALSE
12260,Office Support,Helpers--Production Workers,51-9198.00,230000,14.9,29.4,TRUE,FALSE,0.704,0.2201,7.37,TRUE
12261,Office Support,"Rail Transportation Workers, All Other",53-4099.00,120000,16.5,35.3,TRUE,FALSE,0.6886,0.9328,8.71,TRUE
12262,Production,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,208000,8.7,55.4,FALSE,FALSE,0.7521,0.1224,11.95,FALSE
12263,Office Support,Treasurers and Controllers,11-3031.01,150000,10.9,19.6,TRUE,TRUE,0.7445,0.3744,5.01,TRUE
12264,Technology/Computer,Critical Care Nurses,29-1141.03,202000,8.9,43.8,TRUE,TRUE,0.9881,0.3948,9.65,TRUE
12265,Office Support,Agricultural Technicians,19-4012.00,129000,9.2,5.2,TRUE,TRUE,0.7425,0.2309,1.96,FALSE
12266,Office Support,Non-Destructive Testing Specialists,17-3029.01,325000,9.4,80.2,TRUE,FALSE,0.7124,0.625,16.98,TRUE
12267,Architecture & Engineering,Sales Engineers,41-9031.00,261600,9.6,6.3,FALSE,FALSE,0.5969,0.3019,2.22,FALSE
12268,Life/Physical Science,Remote Sensing Scientists and Technologists,19-2099.01,196000,16.2,19.3,FALSE,FALSE,0.8729,0.6779,5.48,FALSE
12269,Office Support,Dental Hygienists,29-1292.00,167000,6.6,18.9,TRUE,FALSE,0.7604,0.2469,4.44,TRUE
12270,Life/Physical Science,"Physical Scientists, All Other",19-2099.00,160000,17.9,16.1,FALSE,FALSE,0.0103,0.972,5.01,FALSE
12271,Office Support,First-Line Supervisors of Air Crew Members,55-2011.00,247000,10.3,17.3,FALSE,FALSE,0.686,0.3337,4.49,FALSE
12272,Office Support,Phlebotomists,31-9097.00,152000,15.6,70.4,TRUE,FALSE,0.9911,0.4452,15.64,TRUE
12273,Technology/Computer,"Substitute Teachers, Short-Term",25-3031.00,120000,17.8,24.1,TRUE,FALSE,0.3242,0,6.6,FALSE
12274,Business & Financial,"News Analysts, Reporters, and Journalists",27-3023.00,129000,9.2,5.2,TRUE,TRUE,0.6869,1,1.96,TRUE
12275,Healthcare Practitioners,Nurse Midwives,29-1161.00,150000,8.4,17.6,FALSE,TRUE,0.8292,0.0239,4.36,FALSE
12276,Management,Clinical Data Managers,15-2051.02,130000,16.1,20.1,FALSE,FALSE,0.5643,0.268,5.63,FALSE
12277,Office Support,Childcare Workers,39-9011.00,204000,8.2,46.2,TRUE,FALSE,0.4994,0.8162,10.06,TRUE
12278,Technology/Computer,Nurse Practitioners,29-1171.00,201000,8.5,9.9,TRUE,FALSE,0.7742,0.4906,2.83,TRUE
12279,Office Support,Dental Laboratory Technicians,51-9081.00,155000,17.4,72,TRUE,FALSE,0.7256,0.4958,16.14,TRUE
12280,Office Support,Coroners,13-1041.06,216000,14.6,6.7,TRUE,FALSE,0.9006,0.2567,2.8,TRUE
12281,Life/Physical Science,"Life, Physical, and Social Science Technicians, All Other",19-4099.00,360000,9.1,42.7,FALSE,TRUE,0.0383,0.1753,9.45,FALSE
12282,Office Support,Biomass Plant Technicians,51-8013.03,145000,15,23.3,TRUE,FALSE,0.7121,0.3416,6.16,TRUE
12283,Technology/Computer,"Community and Social Service Specialists, All Other",21-1099.00,192000,5.9,60.9,TRUE,FALSE,0.2513,0.2163,12.77,TRUE
12284,Office Support,Aviation Inspectors,53-6051.01,360000,9.1,42.7,TRUE,TRUE,0.8643,1,9.45,FALSE
12285,Production,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021.00,282000,7.2,70.5,FALSE,TRUE,0.5727,0.955,14.82,FALSE
12286,Office Support,Preventive Medicine Physicians,29-1229.05,160000,8.1,9.4,TRUE,FALSE,0.8905,0.5691,2.69,TRUE
12287,Office Support,Cardiovascular Technologists and Technicians,29-2031.00,208000,8.7,55.4,TRUE,FALSE,0.6685,1,11.95,TRUE
12288,Architecture & Engineering,Fire-Prevention and Protection Engineers,17-2111.02,145000,4.9,83.5,FALSE,FALSE,0.8246,0.5797,17.19,FALSE
12289,Office Support,Neuropsychologists,19-3039.02,240000,9.8,9,FALSE,FALSE,0.9559,0.3596,2.78,TRUE
12290,Office Support,Mechanical Door Repairers,49-9011.00,261000,10.4,50.4,TRUE,TRUE,0.6835,0.7446,11.12,FALSE
12291,Office Support,Emergency Medicine Physicians,29-1214.00,99000,9.2,29.4,TRUE,FALSE,0.7201,0.5333,6.8,TRUE
12292,Healthcare Practitioners,Home Health Aides,31-1121.00,384000,16.4,15.5,FALSE,FALSE,0.6401,0.8553,4.74,FALSE
12293,Management,Fundraising Managers,11-2033.00,224000,11.5,25.7,FALSE,FALSE,0.7228,0.2507,6.29,FALSE
12294,Office Support,Geneticists,19-1029.03,232000,9.1,9.4,TRUE,FALSE,0.7895,0.0077,2.79,TRUE
12295,Healthcare Practitioners,Medical Assistants,31-9092.00,262000,8.8,23.6,FALSE,FALSE,0.7318,0.3364,5.6,FALSE
12296,Office Support,Customs and Border Protection Officers,33-3051.04,253000,16,24.9,TRUE,TRUE,0.7704,1,6.58,TRUE
12297,Office Support,Funeral Attendants,39-4021.00,177000,17.1,20.6,TRUE,FALSE,0.6759,0.3557,5.83,TRUE
12298,Office Support,Floor Sanders and Finishers,47-2043.00,234000,9.4,9.5,TRUE,FALSE,0.8141,0.465,2.84,TRUE
12299,Office Support,Industrial Ecologists,19-2041.03,99000,9.2,29.4,TRUE,FALSE,0.8731,0.7125,6.8,TRUE
12300,Office Support,Automotive Glass Installers and Repairers,49-3022.00,192000,11.6,28.6,TRUE,FALSE,0.3994,0.5148,6.88,TRUE
12301,Office Support,Fishing and Hunting Workers,45-3031.00,260000,7.6,18.8,TRUE,TRUE,0.6468,0.1326,4.52,FALSE
12302,Production,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,178000,17.6,26.5,FALSE,FALSE,0.6765,0,7.06,FALSE
12303,Office Support,Armored Assault Vehicle Crew Members,55-3013.00,208000,11.2,11.1,TRUE,FALSE,0.7717,0.8057,3.34,TRUE
12304,Technology/Computer,"Computer Science Teachers, Postsecondary",25-1021.00,124000,17.5,19.1,TRUE,FALSE,0.8421,0.3837,5.57,TRUE
12305,Healthcare Practitioners,"Healthcare Support Workers, All Other",31-9099.00,140000,17,21.7,FALSE,FALSE,0.167,0.703,6.04,FALSE
12306,Office Support,Shoe and Leather Workers and Repairers,51-6041.00,198000,14.6,14.1,TRUE,FALSE,0.4072,0,4.28,TRUE
12307,Production,Gas Plant Operators,51-8092.00,110000,15.1,26,FALSE,FALSE,0.7848,0.5216,6.71,FALSE
12308,Office Support,"Packers and Packagers, Hand",53-7064.00,253000,4.7,7.4,TRUE,FALSE,0.555,0.4191,1.95,TRUE
12309,Sales,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,235000,16.2,23.9,FALSE,FALSE,0.7146,0.0495,6.4,FALSE
12310,Office Support,Farm Equipment Mechanics and Service Technicians,49-3041.00,180000,8.7,62.4,FALSE,FALSE,0.807,0,13.35,TRUE
12311,Architecture & Engineering,Robotics Engineers,17-2199.08,145000,5.8,67.4,FALSE,TRUE,0.8425,0.86,14.06,FALSE
12312,Office Support,Passenger Attendants,53-6061.00,130000,15.8,35.3,TRUE,FALSE,0.2601,0.7282,8.64,TRUE
12313,Office Support,Audiologists,29-1181.00,224000,11.9,61.9,FALSE,FALSE,0.9293,1,13.57,TRUE
12314,Office Support,Personal Financial Advisors,13-2052.00,285000,11.7,50.7,TRUE,FALSE,0.8072,1,11.31,TRUE
12315,Protective Service,First-Line Supervisors of Firefighting and Prevention Workers,33-1021.00,126000,8.1,31.8,TRUE,FALSE,1,0.7245,7.17,TRUE
12316,Office Support,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,146000,8.5,5.9,TRUE,FALSE,0.471,0.6125,2.03,TRUE
12317,Office Support,Audiovisual Equipment Installers and Repairers,49-2097.00,197000,15.5,59.5,TRUE,TRUE,0.7732,0.5304,13.45,FALSE
12318,Office Support,Baggage Porters and Bellhops,39-6011.00,196000,16.2,19.3,TRUE,FALSE,0.8441,0.5837,5.48,TRUE
12319,Management,"Transportation, Storage, and Distribution Managers",11-3071.00,145000,8.4,82.2,FALSE,FALSE,0.8111,0.4172,17.28,FALSE
12320,Office Support,Lighting Technicians,27-4015.00,129000,9.2,5.2,FALSE,TRUE,0.8999,0.1991,1.96,FALSE
12321,Office Support,Urologists,29-1229.03,232000,8.8,51.1,TRUE,TRUE,0.9427,0.3979,11.1,TRUE
12322,Technology/Computer,Computer Hardware Engineers,17-2061.00,141000,8.4,28.3,TRUE,FALSE,0.7182,0.4563,6.5,TRUE
12323,Food Service,"Cooks, Short Order",35-2015.00,130000,16.6,25.6,FALSE,FALSE,0.3566,0.3822,6.78,FALSE
12324,Office Support,Forest and Conservation Technicians,19-4071.00,140000,12.8,22,TRUE,FALSE,0.8836,0.2988,5.68,TRUE
12325,Healthcare Practitioners,Medical and Clinical Laboratory Technologists,29-2011.00,140000,8.4,21,TRUE,FALSE,0.6823,0.7279,5.04,FALSE
12326,Management,Architectural and Engineering Managers,11-9041.00,150000,13,54,TRUE,TRUE,0.837,0.5896,12.1,FALSE
12327,Production,Pile Driver Operators,47-2072.00,255000,14.1,12,FALSE,FALSE,0.7292,0.2221,3.81,FALSE
12328,Office Support,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,189000,7.9,24.9,TRUE,FALSE,0.6847,0.8671,5.77,TRUE
12329,Technology/Computer,Computer Hardware Engineers,17-2061.00,146000,8.5,5.9,FALSE,FALSE,0.7951,0.6664,2.03,FALSE
12330,Office Support,Geographers,19-3092.00,247000,10.3,17.3,FALSE,FALSE,0.831,0.222,4.49,FALSE
12331,Office Support,Statisticians,15-2041.00,160000,6.1,6.8,TRUE,TRUE,0.7629,1,1.97,TRUE
12332,Education,"Educational Instruction and Library Workers, All Other",25-9099.00,160000,14.8,14.4,FALSE,FALSE,0.1337,0.4386,4.36,FALSE
12333,Production,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,191000,9.2,7,FALSE,FALSE,0.6859,0.6928,2.32,TRUE
12334,Office Support,Helpers--Roofers,47-3016.00,144000,4.5,16,FALSE,TRUE,0.6787,0.6313,3.65,FALSE
12335,Healthcare Practitioners,Medical Equipment Repairers,49-9062.00,244000,9.9,19.6,FALSE,FALSE,0.6885,0.127,4.91,TRUE
12336,Office Support,"Graders and Sorters, Agricultural Products",45-2041.00,211000,9.7,16.8,TRUE,FALSE,0.6776,1,4.33,TRUE
12337,Construction,"Helpers, Construction Trades, All Other",47-3019.00,157000,6.2,13,FALSE,FALSE,0.3233,0.4715,3.22,FALSE
12338,Education,"Postsecondary Teachers, All Other",25-1199.00,157000,3.9,20.1,FALSE,FALSE,0.084,0.2958,4.41,FALSE
12339,Technology/Computer,Dietitians and Nutritionists,29-1031.00,100000,11.9,70.5,TRUE,FALSE,0.6131,0.7518,15.29,TRUE
12340,Office Support,"Insulation Workers, Mechanical",47-2132.00,244000,9.9,19.6,TRUE,FALSE,0.6938,0.479,4.91,TRUE
12341,Healthcare Practitioners,Medical and Clinical Laboratory Technicians,29-2012.00,266000,10.5,77,FALSE,FALSE,0.555,0.5136,16.45,FALSE
12342,Office Support,Water Resource Specialists,11-9121.02,180000,15,26.4,TRUE,FALSE,0.6946,0.5373,6.78,TRUE
12343,Construction,Electricians,47-2111.00,150000,12.1,20.4,FALSE,TRUE,0.7334,0.2046,5.29,FALSE
12344,Office Support,Personal Care Aides,31-1122.00,138000,4.8,82.3,TRUE,FALSE,0.6946,0.897,16.94,TRUE
12345,Protective Service,Police Identification and Records Officers,33-3021.02,100000,13.7,74,FALSE,FALSE,0.8903,0.2938,16.17,FALSE
12346,Office Support,"Transportation Workers, All Other",53-6099.00,252000,15,72.8,TRUE,TRUE,0.4972,0.5662,16.06,TRUE
12347,Office Support,Motion Picture Projectionists,39-3021.00,140000,17,21.7,TRUE,FALSE,0.655,0.3671,6.04,TRUE
12348,Office Support,Geneticists,19-1029.03,144000,14.7,15.4,TRUE,FALSE,0.7395,1,4.55,TRUE
12349,Architecture & Engineering,"Engineering Teachers, Postsecondary",25-1032.00,160000,10.5,27.7,FALSE,FALSE,0.8007,0.1309,6.59,FALSE
12350,Office Support,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,110000,11.2,13.3,TRUE,FALSE,0.8478,0,3.78,TRUE
12351,Production,Gas Plant Operators,51-8092.00,214000,13.7,83.4,FALSE,TRUE,0.7822,0.4201,18.05,FALSE
12352,Office Support,Childcare Workers,39-9011.00,177000,9.1,8.4,TRUE,FALSE,0.2812,0.7415,2.59,TRUE
12353,Office Support,"Dentists, General",29-1021.00,145000,8.4,82.2,TRUE,FALSE,0.8912,0.6467,17.28,TRUE
12354,Sales,Parts Salespersons,41-2022.00,140000,8.4,21,TRUE,FALSE,0.845,0.1219,5.04,FALSE
12355,Education,"Library Science Teachers, Postsecondary",25-1082.00,214000,15.7,26.2,FALSE,FALSE,0.7167,0.2691,6.81,FALSE
12356,Education,"Preschool Teachers, Except Special Education",25-2011.00,270000,5.8,25.2,TRUE,FALSE,0.3986,0,5.62,FALSE
12357,Office Support,Aircraft Launch and Recovery Specialists,55-3012.00,180000,15.8,65.8,FALSE,FALSE,0.5942,0.596,14.74,FALSE
12358,Office Support,Commercial Pilots,53-2012.00,153000,12.7,82,TRUE,FALSE,0.8962,0.4871,17.67,FALSE
12359,Management,"Managers, All Other",11-9199.00,146000,8.5,5.9,TRUE,FALSE,0.0825,0.8538,2.03,TRUE
12360,Healthcare Practitioners,Medical Equipment Preparers,31-9093.00,158000,8.9,6.3,FALSE,FALSE,0.9803,1,2.15,FALSE
12361,Office Support,Geneticists,19-1029.03,150000,10.9,19.6,TRUE,TRUE,0.8131,0,5.01,FALSE
12362,Office Support,General Internal Medicine Physicians,29-1216.00,141000,8,8.2,TRUE,FALSE,0.6809,0.1182,2.44,TRUE
12363,Office Support,School Psychologists,19-3034.00,130000,16.1,20.1,TRUE,FALSE,0.6388,0.7063,5.63,TRUE
12364,Healthcare Practitioners,Home Health Aides,31-1121.00,220000,16.3,9.2,FALSE,FALSE,0.5021,0.6102,3.47,FALSE
12365,Office Support,Gambling Change Persons and Booth Cashiers,41-2012.00,196000,10.5,15.8,TRUE,FALSE,0.7334,0.32,4.21,TRUE
12366,Food Service,"Food Preparation and Serving Related Workers, All Other",35-9099.00,175000,5.3,15,FALSE,TRUE,0,0.6083,3.53,FALSE
12367,Management,"Directors, Religious Activities and Education",21-2021.00,212000,9.2,14.6,FALSE,FALSE,0.7692,0.854,3.84,FALSE
12368,Office Support,Loan Interviewers and Clerks,43-4131.00,167000,3.7,24.7,FALSE,TRUE,0.9504,0.4425,5.31,FALSE
12369,Office Support,Cost Estimators,13-1051.00,155000,8,67.7,FALSE,TRUE,0.7819,0.5776,14.34,FALSE
12370,Office Support,"Teaching Assistants, Special Education",25-9043.00,224000,11.9,61.9,TRUE,FALSE,0.6666,0.5741,13.57,TRUE
12371,Office Support,"Social Workers, All Other",21-1029.00,135000,15.7,19.6,FALSE,FALSE,0.9585,0.6303,5.49,FALSE
12372,Office Support,Detectives and Criminal Investigators,33-3021.00,164000,15.4,75.3,FALSE,TRUE,0.7245,0.4999,16.6,FALSE
12373,Office Support,Biofuels Processing Technicians,51-8099.01,150000,13.9,70.9,TRUE,TRUE,0.8619,0.0032,15.57,FALSE
12374,Sales,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,175000,15.1,48.1,TRUE,TRUE,0.6566,0.4269,11.13,FALSE
12375,Business & Financial,Logistics Analysts,13-1081.02,98000,5.5,18.1,TRUE,TRUE,0.8375,0.9229,4.17,FALSE
12376,Office Support,Geographers,19-3092.00,157000,7.3,16.1,FALSE,FALSE,0.7843,0.9934,3.95,TRUE
12377,Office Support,Mathematicians,15-2021.00,252000,16.9,19.1,TRUE,FALSE,0.7028,0.5348,5.51,TRUE
12378,Office Support,Customs and Border Protection Officers,33-3051.04,215000,6.7,8.7,TRUE,FALSE,0.8145,0.8968,2.41,TRUE
12379,Office Support,Statisticians,15-2041.00,95000,12.2,12.1,TRUE,FALSE,0.7581,0.9204,3.64,TRUE
12380,Protective Service,Police Identification and Records Officers,33-3021.02,215000,6.5,25,FALSE,TRUE,0.7345,0.2629,5.65,FALSE
12381,Business & Financial,Appraisers of Personal and Business Property,13-2022.00,348000,17.1,21.1,TRUE,TRUE,0.6214,0.8039,5.93,TRUE
12382,Office Support,Urologists,29-1229.03,278000,5.7,41.7,TRUE,TRUE,1,0.6685,8.91,TRUE
12383,Management,Financial Managers,11-3031.00,201000,10.7,15.2,FALSE,FALSE,0.7966,0.5156,4.11,FALSE
12384,Healthcare Practitioners,Ophthalmic Medical Technologists,29-2099.05,236000,3.9,29.4,FALSE,FALSE,0.5155,0.8372,6.27,FALSE
12385,Office Support,"Sewers, Hand",51-6051.00,228000,15.9,15.9,FALSE,FALSE,0.4555,0,4.77,FALSE
12386,Healthcare Practitioners,Registered Nurses,29-1141.00,111000,14.7,24.2,FALSE,FALSE,0.9226,0.0687,6.31,FALSE
12387,Management,General and Operations Managers,11-1021.00,160000,17.1,10.3,TRUE,FALSE,0.6742,0.6054,3.77,TRUE
12388,Management,Biofuels Production Managers,11-3051.03,241000,14.1,20.5,TRUE,TRUE,0.7761,0.1285,5.51,FALSE
12389,Office Support,Calibration Technologists and Technicians,17-3028.00,220000,17,17.9,TRUE,FALSE,0.5305,0.3014,5.28,TRUE
12390,Office Support,Watch and Clock Repairers,49-9064.00,197000,16.3,12.7,TRUE,FALSE,0.6183,0.3789,4.17,TRUE
12391,Office Support,Probation Officers and Correctional Treatment Specialists,21-1092.00,229000,4.1,12.8,FALSE,FALSE,0.8229,0.2431,2.97,FALSE
12392,Office Support,Animal Breeders,45-2021.00,205000,10,27.4,TRUE,FALSE,0.3592,0.5696,6.48,TRUE
12393,Office Support,Surgical Assistants,29-9093.00,189000,3.7,6.8,TRUE,TRUE,0.9502,0.4487,1.73,FALSE
12394,Technology/Computer,"Architects, Except Landscape and Naval",17-1011.00,115000,14.7,27.3,TRUE,FALSE,0.9463,0.4405,6.93,FALSE
12395,Education,"Teachers and Instructors, All Other",25-3099.00,272000,9.6,8.3,FALSE,FALSE,0.0996,0.3891,2.62,FALSE
12396,Office Support,Transportation Inspectors,53-6051.00,149000,15.3,29,TRUE,FALSE,0.7885,0.4721,7.33,TRUE
12397,Healthcare Practitioners,Medical and Clinical Laboratory Technicians,29-2012.00,241000,4.8,46.9,TRUE,TRUE,0.7175,0.3254,9.86,FALSE
12398,Office Support,"Education Administrators, Postsecondary",11-9033.00,115000,17.1,10.5,TRUE,FALSE,0.6764,0,3.81,TRUE
12399,Legal,Lawyers,23-1011.00,178000,5.4,61.4,FALSE,TRUE,0.846,0.9468,12.82,FALSE
12400,Office Support,Motion Picture Projectionists,39-3021.00,180000,14,78,TRUE,FALSE,0.6037,0.5202,17,TRUE
12401,Technology/Computer,Network and Computer Systems Administrators,15-1244.00,138000,8.9,23.2,TRUE,FALSE,0.6701,0.657,5.53,TRUE
12402,Arts & Design,Interior Designers,27-1025.00,236000,3.9,29.4,TRUE,FALSE,0.7881,0.9637,6.27,TRUE
