emp_id,sector,soc_code,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
12872,Office Support,49-2092.00,87.27,9.63,0.8706,True,0.7154,1,0.9541,0.7982,True
12873,Office Support,15-1299.01,86.23,21.56,0.8064,True,0.0,2,0.6763,0.5655,True
12874,Sales,41-2022.00,26.06,20.74,0.1311,True,0.0,5,0.8454,0.4464,False
12875,Office Support,43-5052.00,90.47,12.17,0.9422,True,0.9365,1,0.4729,0.0685,True
12876,Office Support,51-7099.00,60.69,24.44,0.4127,True,0.314,3,0.778,0.0593,False
12877,Office Support,39-9041.00,80.12,27.0,0.7708,True,0.3861,1,0.7257,0.2601,True
12878,Office Support,33-3031.00,86.51,18.08,1.0,True,0.7885,2,0.8841,0.8963,True
12879,Office Support,21-1011.00,78.77,18.16,0.7849,True,0.5773,3,0.7909,0.2683,True
12880,Management,11-3131.00,8.65,36.87,0.1901,True,0.6696,3,0.705,0.2675,True
12881,Office Support,51-3021.00,94.42,28.77,1.0,True,0.2861,2,0.6725,0.6179,True
12882,Sales,13-2081.00,23.8,37.44,0.2428,False,0.37,3,0.8069,0.5677,False
12883,Office Support,39-4021.00,71.23,35.39,0.6636,True,0.1491,3,0.5833,0.9037,True
12884,Office Support,51-4062.00,79.79,6.02,0.7834,False,0.5301,4,0.6061,0.8171,False
12885,Office Support,45-1011.00,66.18,19.32,0.5281,False,0.3831,4,0.8526,0.3039,True
12886,Arts & Design,27-1022.00,22.75,33.76,0.2713,True,0.4401,3,0.5902,1.0,True
12887,Management,11-9179.02,23.54,27.7,0.1943,True,0.3206,2,0.7362,0.7769,False
12888,Technology/Computer,21-1015.00,18.94,55.61,0.1082,True,0.8155,3,0.7823,0.1228,False
12889,Construction,47-2111.00,8.12,1.91,0.2422,False,0.302,3,0.6898,0.1163,False
12890,Management,11-9179.02,18.1,20.51,0.2482,False,0.3081,4,0.9146,0.1967,False
12891,Office Support,51-4071.00,68.21,24.48,0.8117,True,0.2952,1,0.5694,0.711,True
12892,Life/Physical Science,19-2099.01,15.85,20.16,0.2879,False,0.6097,2,0.6359,0.6248,False
12893,Office Support,43-9081.00,70.87,12.2,0.6678,True,0.7362,2,0.327,0.5286,True
12894,Office Support,11-1031.00,70.07,12.13,0.7399,True,0.4499,1,0.6548,0.4375,False
12895,Sales,43-4181.00,26.72,43.04,0.1625,True,0.2852,2,0.7131,0.7864,False
12896,Office Support,19-4031.00,76.27,22.2,0.7744,True,0.4155,1,1.0,0.6657,True
12897,Arts & Design,17-1021.00,16.57,53.03,0.0218,True,0.676,3,0.8383,0.6106,False
12898,Production,51-6091.00,16.12,11.17,0.2687,False,0.2756,1,0.5957,0.7653,False
12899,Office Support,49-2093.00,75.07,26.07,0.7988,False,0.4458,3,0.7494,0.4724,True
12900,Education,25-3011.00,0.0,21.97,0.0,True,0.7588,1,0.6215,0.6674,False
12901,Office Support,29-1292.00,89.89,14.89,0.9691,False,0.8349,2,0.7816,0.1838,False
12902,Office Support,27-4011.00,75.67,24.88,0.7398,False,0.1588,3,0.981,0.4453,False
12903,Office Support,43-4081.00,91.02,33.66,0.8324,True,0.061,2,0.7562,0.4884,True
12904,Production,27-4031.00,12.83,34.47,0.0723,False,0.7309,3,0.6858,0.2377,False
12905,Management,11-9179.00,20.97,20.08,0.0985,True,0.5229,1,0.2375,0.6771,False
12906,Education,25-2057.00,31.95,30.23,0.3226,True,0.5153,1,0.6916,0.256,False
12907,Office Support,47-2132.00,74.39,3.23,0.6809,True,0.5217,4,0.5861,0.6303,True
12908,Technology/Computer,15-1299.08,26.44,46.46,0.1317,False,0.1781,4,0.8044,0.8422,False
12909,Office Support,43-9041.00,71.99,20.71,0.7668,True,0.3026,1,0.5238,0.0506,False
12910,Production,51-9151.00,7.01,0.0,0.0472,False,0.2941,3,0.583,0.0943,False
12911,Office Support,49-2091.00,79.5,19.2,0.8616,False,0.5383,3,0.7123,0.5292,False
12912,Technology/Computer,15-1212.00,23.5,40.49,0.2126,True,0.6003,1,0.6657,0.311,False
12913,Life/Physical Science,19-2099.00,12.72,24.08,0.2405,False,0.3225,1,0.0869,0.9202,False
12914,Office Support,13-1032.00,70.84,26.95,0.6407,True,0.7629,1,0.6887,0.1255,False
12915,Sales,41-3091.00,27.49,38.65,0.1913,True,0.747,1,0.2373,0.4875,False
12916,Office Support,29-9093.00,64.57,17.79,0.6562,True,0.7901,1,0.8855,0.0056,True
12917,Technology/Computer,15-1221.00,4.7,59.37,0.0062,True,0.4513,3,0.7245,0.3974,False
12918,Construction,51-7011.00,7.75,22.12,0.1466,False,0.488,3,0.5875,0.9523,False
12919,Office Support,39-6011.00,85.01,18.15,0.8006,True,0.5442,3,0.9194,0.6102,True
12920,Arts & Design,39-3099.00,36.42,45.78,0.2754,True,0.6999,2,0.3469,0.8184,True
12921,Office Support,17-1022.00,100.0,13.48,1.0,True,0.6661,4,0.9818,0.6768,True
12922,Technology/Computer,55-3019.00,35.57,41.63,0.2282,True,0.7336,3,0.2489,0.522,False
12923,Arts & Design,25-4022.00,26.45,34.43,0.2101,True,0.2571,1,0.6346,0.0,False
12924,Office Support,47-2152.04,76.55,36.09,0.6776,True,0.4695,3,0.8935,0.3145,True
12925,Management,11-3013.00,1.79,22.9,0.0,False,0.0945,2,1.0,0.9212,False
12926,Office Support,51-9123.00,90.13,32.1,0.8368,False,0.7025,1,0.5608,0.4616,False
12927,Office Support,43-4151.00,86.57,9.76,0.9676,True,0.357,1,0.7765,0.2149,True
12928,Production,51-2061.00,2.56,22.03,0.0,False,0.6914,1,0.7695,0.6984,False
12929,Office Support,23-1023.00,67.58,22.17,0.7461,True,0.1271,1,0.7681,0.8774,True
12930,Technology/Computer,29-9099.00,13.82,61.55,0.2293,True,0.4486,3,0.061,0.4873,False
12931,Education,25-1042.00,11.57,31.07,0.0,False,0.1258,2,0.8025,0.0595,False
12932,Production,51-9151.00,11.07,18.97,0.2686,False,0.1972,5,0.6248,0.4054,False
12933,Office Support,53-6099.00,73.27,13.35,0.651,True,0.0,1,0.6767,0.6674,True
12934,Life/Physical Science,19-2031.00,10.41,34.43,0.2679,True,0.6523,3,0.6686,0.4932,False
12935,Office Support,25-9049.00,60.97,31.51,0.5671,False,0.6545,3,0.6286,0.0026,False
12936,Architecture & Engineering,53-5031.00,16.98,34.61,0.1109,True,0.6944,1,0.5517,0.5305,False
12937,Office Support,47-5099.00,84.23,15.54,0.6387,True,0.6492,3,0.7809,0.6198,True
12938,Office Support,49-9045.00,75.55,13.99,0.8301,True,0.2964,3,0.7982,0.5022,True
12939,Management,11-3051.02,12.92,21.25,0.3687,True,0.8979,1,0.7793,0.3606,False
12940,Production,43-5053.00,28.38,30.15,0.2226,False,0.4828,2,0.4688,0.3681,False
12941,Production,51-8091.00,32.23,23.46,0.2468,False,0.6189,1,0.5463,0.0825,False
12942,Healthcare Practitioners,29-1022.00,6.38,19.32,0.0,False,0.415,2,0.9066,0.0228,False
12943,Office Support,19-4051.00,53.93,28.14,0.5674,True,0.767,3,0.6372,0.0,False
12944,Office Support,33-3031.00,65.1,17.31,0.6654,True,0.0,1,0.813,0.6617,True
12945,Production,51-9192.00,21.07,14.68,0.2104,False,1.0,1,0.6905,0.9101,False
12946,Office Support,55-1017.00,81.49,23.92,0.9335,True,0.2919,5,0.9594,0.2235,True
12947,Healthcare Practitioners,29-1124.00,9.32,24.95,0.1215,True,0.2757,4,0.9442,0.118,False
12948,Architecture & Engineering,17-2081.00,1.61,39.16,0.0734,True,0.6223,2,0.7395,0.5269,False
12949,Office Support,43-3021.00,75.6,12.32,0.8233,True,0.3532,2,0.4893,0.3235,True
12950,Healthcare Practitioners,29-2042.00,23.24,24.97,0.2676,False,0.2963,5,0.3726,0.2278,False
12951,Business & Financial,13-1161.00,38.72,35.9,0.4525,True,0.6631,3,0.8012,0.8597,True
12952,Arts & Design,47-5023.00,28.63,39.85,0.2831,True,0.3502,2,0.7111,0.4245,False
12953,Healthcare Practitioners,29-2032.00,10.35,31.74,0.0568,False,0.3772,1,0.7383,0.2854,False
12954,Healthcare Practitioners,19-2041.00,7.73,29.02,0.1255,False,0.7398,5,0.8555,0.9791,False
12955,Production,47-2072.00,10.58,1.49,0.2599,True,0.5725,3,0.7495,0.7908,False
12956,Office Support,35-3023.01,90.23,3.47,0.8405,False,0.2614,1,0.7687,0.0947,False
12957,Office Support,51-9195.05,80.08,22.76,0.9435,True,0.6195,2,0.7121,0.8394,True
12958,Office Support,47-2221.00,70.74,7.48,0.6895,False,0.5945,5,0.7254,0.913,False
12959,Office Support,51-7032.00,68.52,16.38,0.6931,True,0.4668,5,0.6745,0.2003,True
12960,Management,11-3051.02,26.34,25.03,0.2234,True,0.2827,5,0.9751,0.1609,False
12961,Healthcare Practitioners,31-9092.00,0.0,22.24,0.0858,True,0.8477,3,0.8598,0.3804,False
12962,Technology/Computer,17-2072.00,43.11,40.98,0.5833,True,0.1061,1,0.7907,0.3662,True
12963,Education,25-1121.00,2.3,21.86,0.0,True,0.1478,1,0.863,1.0,False
12964,Production,51-9193.00,13.84,19.46,0.1859,False,0.2331,2,0.7569,0.5014,False
12965,Protective Service,33-9092.00,14.93,0.0,0.1459,False,0.0,3,0.845,0.376,False
12966,Education,25-1061.00,40.26,12.38,0.4414,False,0.3496,1,0.7712,1.0,False
12967,Office Support,51-4192.00,84.62,17.04,0.7723,True,0.3625,3,0.6423,0.7012,True
12968,Technology/Computer,37-2011.00,33.52,47.58,0.1498,True,0.2467,1,0.5875,0.6562,False
12969,Architecture & Engineering,25-1032.00,0.0,28.35,0.0,False,0.1744,2,0.7248,0.6688,False
12970,Arts & Design,27-1014.00,39.55,31.71,0.4384,True,0.3877,3,0.7255,0.5308,False
12971,Architecture & Engineering,17-2141.02,22.93,36.99,0.2884,False,0.2478,1,0.8934,0.2886,False
12972,Technology/Computer,55-1019.00,20.04,66.7,0.2368,True,0.5972,5,0.3567,0.215,False
12973,Office Support,15-1299.04,76.01,28.63,0.8159,True,0.6533,1,0.761,0.1258,True
12974,Office Support,11-9031.00,80.12,16.79,0.7859,True,0.3404,3,0.8815,0.0,True
12975,Technology/Computer,25-1031.00,20.97,44.12,0.0181,False,0.6386,5,0.9412,0.497,False
12976,Office Support,19-2041.02,80.77,29.13,0.8407,True,0.6382,3,0.8141,0.7485,True
12977,Office Support,53-1044.00,66.71,16.92,0.618,True,0.3631,2,0.5817,0.4451,True
12978,Office Support,47-2082.00,77.74,19.09,0.6191,True,0.5061,1,0.4359,0.0461,True
12979,Office Support,43-3011.00,83.7,20.07,0.7694,False,0.4998,1,0.6786,0.7755,False
12980,Technology/Computer,43-4111.00,29.15,41.53,0.239,True,0.3081,3,0.7015,0.9475,False
12981,Healthcare Practitioners,29-1129.01,6.5,21.53,0.0,False,0.438,3,1.0,0.3403,False
12982,Healthcare Practitioners,31-9099.00,1.89,29.49,0.0,False,0.4191,5,0.0787,0.9039,False
12983,Office Support,39-9099.00,80.37,20.02,0.7474,False,0.116,1,0.9102,0.3144,False
12984,Technology/Computer,33-9032.00,21.18,45.47,0.3013,True,0.9031,1,0.8644,0.0882,False
12985,Production,51-9051.00,7.46,6.81,0.0767,False,0.6467,1,0.6128,0.4086,False
12986,Architecture & Engineering,17-2199.06,4.84,23.92,0.0669,True,0.6527,1,0.7498,0.8092,False
12987,Office Support,29-1217.00,63.15,14.85,0.5693,True,0.8001,2,0.9333,0.7202,True
12988,Office Support,13-2023.00,80.02,30.62,0.9421,True,0.4105,2,0.5101,0.8896,True
12989,Architecture & Engineering,53-4011.00,0.0,23.35,0.0,False,0.3042,2,0.8247,1.0,False
12990,Construction,51-7011.00,17.37,0.0,0.1574,False,0.6207,2,0.8114,0.8982,False
12991,Technology/Computer,49-2011.00,19.71,44.51,0.1257,True,0.4876,1,0.6567,0.2846,False
12992,Office Support,47-4051.00,93.74,17.65,1.0,True,0.3188,2,0.7046,0.596,True
12993,Office Support,51-9194.00,68.27,7.86,0.7823,True,0.5657,3,0.6099,0.8959,True
12994,Healthcare Practitioners,21-1013.00,8.73,21.32,0.1259,True,0.4291,1,0.7452,0.2449,False
12995,Sales,33-9099.02,15.34,41.55,0.0492,True,0.4304,2,0.8267,0.0797,True
12996,Office Support,43-4161.00,100.0,13.9,0.9736,True,0.7682,2,0.8418,0.5287,False
12997,Management,11-3061.00,24.98,42.6,0.2264,True,0.7433,5,0.8261,0.428,False
12998,Office Support,49-3093.00,53.07,12.45,0.5883,True,0.4963,1,0.6653,0.414,True
12999,Architecture & Engineering,17-2112.01,23.85,35.56,0.3011,False,0.4472,2,0.8522,0.9465,False
13000,Office Support,51-6093.00,73.26,7.32,0.7047,True,0.3026,5,0.7553,0.8729,True
13001,Healthcare Practitioners,21-1023.00,17.74,22.9,0.1936,True,0.4512,2,0.6992,0.3082,False
13002,Office Support,43-4021.00,69.39,16.86,0.5335,True,0.6033,1,0.7187,0.7438,True
13003,Healthcare Practitioners,53-3011.00,13.71,30.13,0.0927,False,0.6684,4,0.9022,1.0,False
13004,Office Support,29-1229.01,82.86,28.61,0.7491,True,0.4442,1,0.9287,0.2815,True
13005,Production,51-9051.00,0.0,24.45,0.0,False,0.5243,1,0.7127,0.5683,False
13006,Production,53-7051.00,24.19,14.0,0.2295,False,1.0,3,0.7773,0.0,False
13007,Production,53-7071.00,0.0,15.06,0.0,False,0.0156,2,0.7953,0.9763,False
13008,Office Support,49-3042.00,72.27,18.84,0.6611,False,0.53,2,0.8129,0.4336,False
13009,Office Support,27-2022.00,67.07,13.77,0.6452,True,0.2354,2,0.6562,0.534,True
13010,Production,51-7042.00,6.65,13.46,0.0425,False,0.0,4,0.4198,0.4059,False
13011,Office Support,47-4051.00,88.52,11.98,0.9915,True,0.7126,2,0.8448,0.8624,True
13012,Technology/Computer,13-1141.00,21.72,48.73,0.139,True,0.2967,1,0.649,0.31,True
13013,Office Support,27-2023.00,73.87,8.18,0.7954,False,0.463,2,0.5612,0.6846,False
13014,Office Support,35-9021.00,72.82,25.8,0.8,True,0.5885,3,0.5089,1.0,True
13015,Architecture & Engineering,53-4013.00,2.05,33.5,0.0311,False,0.1743,3,0.8942,0.3017,False
13016,Office Support,37-2021.00,69.7,13.21,0.6893,True,0.7888,3,0.701,0.5869,False
13017,Office Support,39-6011.00,85.39,32.75,0.6927,True,0.609,3,0.8512,0.4569,True
13018,Healthcare Practitioners,31-2022.00,6.48,19.63,0.1364,False,0.4464,3,0.768,0.6877,False
13019,Office Support,15-1299.04,72.34,8.56,0.696,True,0.2252,3,0.7238,0.0628,True
13020,Technology/Computer,15-1221.00,19.03,34.18,0.0995,True,0.5028,3,0.7006,0.4663,False
13021,Education,25-1066.00,12.47,23.91,0.1986,False,0.7514,2,0.7951,0.3133,False
13022,Technology/Computer,27-3042.00,22.54,46.39,0.3121,True,0.4206,2,0.6485,0.2078,True
13023,Office Support,37-2012.00,70.82,20.83,0.5495,False,0.769,1,0.4346,0.472,False
13024,Office Support,43-4161.00,90.85,29.71,0.9949,True,0.2097,1,0.8089,0.9333,True
13025,Office Support,49-9041.00,76.32,15.13,0.7885,True,0.6503,1,0.7541,0.2477,True
13026,Business & Financial,15-2051.01,33.07,41.7,0.3999,True,0.0317,1,0.6303,0.2057,False
13027,Sales,53-3031.00,29.56,20.67,0.4767,False,0.0,2,0.6943,0.4745,True
13028,Office Support,49-2022.00,79.0,2.27,0.7762,True,0.4438,1,0.7911,0.2218,True
13029,Office Support,45-3031.00,65.24,5.13,0.7209,True,0.3339,5,0.8144,0.7035,True
13030,Office Support,29-1212.00,68.98,20.39,0.5821,False,0.5924,1,0.7873,0.355,False
13031,Office Support,29-1217.00,80.3,31.07,0.7345,False,0.8102,3,1.0,0.0,False
13032,Production,53-1043.00,13.99,13.57,0.1765,False,0.3316,1,0.9555,0.7166,False
13033,Office Support,53-6011.00,81.09,13.36,0.7586,True,0.6756,2,0.726,0.9126,True
13034,Office Support,17-3013.00,77.35,32.93,0.9165,False,0.9652,2,0.7465,0.0493,True
13035,Office Support,39-4031.00,74.74,19.83,0.7232,False,0.2113,3,0.8616,0.7869,False
13036,Office Support,31-9099.01,68.56,15.61,0.7516,False,0.7483,1,0.6375,0.8771,False
13037,Education,25-1072.00,0.62,24.05,0.0711,True,0.2258,4,0.8419,0.2628,False
13038,Architecture & Engineering,17-3021.00,16.73,43.74,0.029,True,0.9291,3,0.7354,0.6169,False
13039,Architecture & Engineering,53-2011.00,3.55,27.83,0.0,False,0.3723,5,0.6351,0.3766,False
13040,Office Support,49-9092.00,65.64,21.14,0.6366,True,0.6786,2,0.8374,0.6056,True
13041,Office Support,27-3092.00,90.07,25.6,0.8949,True,0.2635,5,0.4376,0.7423,True
13042,Office Support,27-3011.00,81.99,21.14,0.9836,True,0.6628,4,0.719,0.5689,True
13043,Production,51-9032.00,17.95,16.61,0.1729,False,0.2041,2,0.7085,0.9005,False
13044,Life/Physical Science,19-4099.00,9.97,25.19,0.0135,False,0.617,5,0.2567,0.7246,False
13045,Architecture & Engineering,17-3025.00,6.59,35.62,0.2956,False,0.2772,1,0.5832,0.6468,False
13046,Office Support,53-6061.00,78.37,39.13,0.7581,True,0.2991,3,0.3465,0.7005,True
13047,Office Support,51-3023.00,67.22,13.68,0.6765,True,0.3238,1,0.5447,0.3653,True
13048,Office Support,39-5093.00,90.74,20.42,1.0,True,0.5336,1,0.4184,1.0,True
13049,Office Support,39-1022.00,71.59,11.01,0.6764,True,0.4248,2,0.8218,1.0,True
13050,Protective Service,33-3021.02,9.32,13.38,0.0,False,0.253,2,0.5765,0.7238,False
13051,Protective Service,33-2011.00,0.0,0.0,0.0677,False,0.5048,4,0.806,0.5438,False
13052,Office Support,53-3033.00,78.25,20.27,0.7148,True,0.2739,3,0.6299,0.468,True
13053,Office Support,53-2031.00,86.82,12.73,0.7966,True,0.6183,3,0.682,0.502,True
13054,Office Support,37-3013.00,71.14,28.18,0.8012,True,0.0343,1,0.6665,0.3832,True
13055,Production,51-4034.00,2.47,15.2,0.0813,False,0.724,3,0.7124,0.4958,False
13056,Office Support,53-7064.00,68.53,28.86,0.5548,True,0.4738,1,0.7337,0.4915,True
13057,Technology/Computer,29-9099.00,29.09,59.51,0.2393,True,0.6991,3,0.0503,0.8397,False
13058,Production,51-2092.00,6.41,19.32,0.1544,False,0.2268,2,0.4227,0.2246,False
13059,Technology/Computer,51-2041.00,38.83,54.88,0.5889,True,0.5009,1,0.7599,0.9333,False
13060,Office Support,17-2072.01,70.16,31.0,0.6566,True,1.0,2,0.8034,0.171,True
13061,Production,51-2031.00,21.03,20.67,0.1582,False,0.2173,1,0.7281,0.3864,False
13062,Management,11-3051.04,5.0,26.93,0.0,True,0.286,3,0.7829,0.4991,False
13063,Technology/Computer,43-9021.00,26.98,52.36,0.2611,True,0.4784,1,0.7373,0.6788,False
13064,Food Service,51-3093.00,6.5,5.05,0.0596,False,0.2463,1,0.6341,0.7393,False
13065,Production,51-7042.00,25.43,23.77,0.209,False,0.2056,1,0.5769,0.0908,False
13066,Office Support,19-3091.00,75.67,16.92,0.6673,False,0.6906,2,0.7752,0.1652,False
13067,Office Support,25-9042.00,61.32,31.65,0.5941,True,0.1452,3,0.6015,0.5058,True
13068,Production,51-9192.00,21.33,34.53,0.1572,False,0.7205,2,0.6356,0.151,False
13069,Arts & Design,27-2099.00,21.59,44.15,0.4401,True,0.4284,3,0.3181,0.7008,True
13070,Office Support,53-7062.04,77.71,12.01,0.7605,True,0.4897,2,0.5753,0.13,True
13071,Food Service,51-3091.00,2.77,11.28,0.171,False,0.777,3,0.5044,0.4314,False
13072,Healthcare Practitioners,29-1141.02,0.0,33.38,0.0771,False,0.5083,1,0.8518,0.8476,False
13073,Office Support,19-3099.01,81.47,21.21,0.7425,True,0.3306,3,0.7994,0.145,True
13074,Technology/Computer,49-2011.00,11.46,44.12,0.2052,True,0.1928,3,0.5497,0.5256,False
13075,Office Support,39-3092.00,74.14,21.89,0.6468,True,0.0,2,0.7155,0.2291,False
13076,Management,47-1011.03,5.15,36.31,0.1835,False,0.7452,3,0.9115,0.1408,False
13077,Office Support,47-2041.00,74.39,10.61,0.6894,False,0.8944,3,0.614,0.3248,False
13078,Education,25-2022.00,18.45,37.91,0.2887,False,0.5098,1,0.6978,0.8036,False
13079,Office Support,51-4052.00,68.35,22.05,0.7099,True,0.4388,4,0.5525,0.2021,True
13080,Office Support,39-7011.00,80.3,29.39,0.7203,False,0.4785,5,0.5062,0.5416,False
13081,Office Support,47-3014.00,62.45,32.11,0.5285,True,0.0466,2,0.5812,0.9314,True
13082,Office Support,51-9195.04,84.96,8.77,0.7314,False,0.5041,3,0.6581,0.6562,False
13083,Technology/Computer,51-9162.00,11.48,43.23,0.0,True,0.5891,2,0.9321,0.4853,False
13084,Technology/Computer,15-1244.00,17.13,47.77,0.0734,True,0.6724,1,0.6512,0.0022,True
13085,Office Support,19-4012.00,72.38,24.19,0.5903,True,0.4996,3,0.7634,0.459,False
13086,Protective Service,33-2022.00,2.02,1.77,0.0,False,0.5097,2,0.7587,0.7288,False
13087,Office Support,47-2161.00,85.62,23.28,0.6792,True,0.2594,3,0.7371,0.2427,True
13088,Technology/Computer,53-3052.00,20.05,57.63,0.2741,True,0.8261,5,0.5462,0.0939,False
13089,Technology/Computer,17-2061.00,11.32,50.57,0.208,True,0.0331,5,0.7317,0.8633,True
13090,Office Support,43-9061.00,54.18,34.5,0.5552,True,0.0,1,0.5845,0.4855,True
13091,Life/Physical Science,19-1029.01,3.16,33.62,0.0,True,0.1805,2,0.8735,0.7279,False
13092,Sales,13-1021.00,27.29,47.23,0.2177,False,0.6484,3,0.7687,0.0,False
13093,Healthcare Practitioners,21-1022.00,0.0,19.6,0.0,False,0.4533,1,0.6244,0.6119,False
13094,Management,11-9013.00,25.85,11.79,0.2592,False,0.4188,3,0.9058,0.7556,False
13095,Office Support,51-2021.00,83.7,13.65,1.0,True,0.6205,3,0.7341,0.1989,True
13096,Education,25-1062.00,28.01,27.62,0.2527,False,0.532,3,0.7463,0.6661,False
13097,Office Support,29-1181.00,94.57,4.28,1.0,True,0.7447,4,0.9252,0.2124,True
13098,Office Support,49-3052.00,60.98,35.38,0.6649,True,1.0,1,0.979,0.2275,True
13099,Office Support,29-1299.01,89.92,31.06,0.986,True,0.0181,2,0.6673,0.1212,True
13100,Technology/Computer,27-3042.00,16.11,47.91,0.066,True,0.59,5,0.7284,0.6545,False
13101,Life/Physical Science,19-1021.00,16.3,30.81,0.4093,False,0.3807,2,0.8761,0.4183,False
13102,Healthcare Practitioners,29-1125.00,0.21,23.73,0.0078,False,0.3403,3,0.7856,0.675,False
13103,Sales,41-9041.00,26.76,32.01,0.2744,True,0.256,2,0.7468,0.7075,False
13104,Technology/Computer,33-1091.00,21.47,49.33,0.1317,True,0.4495,2,0.7322,0.5481,False
13105,Technology/Computer,39-3012.00,41.91,61.97,0.4076,True,0.3549,5,0.5412,0.3892,False
13106,Education,25-3099.00,16.72,26.75,0.1176,False,0.6847,1,0.0657,0.0569,False
13107,Technology/Computer,15-1299.08,38.29,48.68,0.4237,True,0.4431,1,0.6819,0.4474,False
13108,Technology/Computer,13-1199.05,34.39,45.52,0.2774,True,0.2654,1,0.6836,0.765,True
13109,Office Support,13-1081.00,93.54,23.93,0.9519,True,0.6211,1,0.8763,0.23,True
13110,Office Support,19-3034.00,76.8,25.32,0.8056,False,0.9546,2,0.6693,0.8107,False
13111,Office Support,11-9121.02,63.74,18.63,0.5707,True,0.2188,3,0.8138,0.68,True
13112,Production,47-5022.00,16.91,17.1,0.2737,False,0.2946,2,0.6946,0.8902,False
13113,Technology/Computer,51-7021.00,25.47,59.16,0.3742,True,0.4547,1,0.7535,0.7631,False
13114,Production,51-9196.00,24.25,5.65,0.2589,False,0.204,1,0.7317,0.8543,False
13115,Food Service,35-2013.00,0.72,0.0,0.0,False,0.7059,2,0.5368,0.2747,False
13116,Office Support,11-9131.00,62.66,24.41,0.6449,True,0.8638,5,0.9605,0.3077,False
13117,Sales,41-4012.00,14.1,32.18,0.0888,True,0.3787,4,0.4576,0.3581,True
13118,Management,21-2021.00,7.06,30.2,0.0779,False,0.2472,2,0.8148,0.3474,False
13119,Technology/Computer,13-2071.00,34.75,54.99,0.4239,True,0.3064,1,0.6301,0.8238,False
13120,Production,53-7072.00,19.71,7.01,0.1028,False,0.6207,1,0.6846,0.017,False
13121,Office Support,27-3031.00,64.98,21.65,0.7144,False,0.5842,3,0.7811,0.8894,False
13122,Office Support,29-1011.00,79.88,22.77,0.9982,True,0.0,1,0.8799,0.5758,False
13123,Office Support,39-4011.00,84.45,24.48,0.8818,True,1.0,1,0.7124,0.149,False
13124,Education,25-1067.00,6.91,15.41,0.167,False,0.8947,1,0.833,0.3173,False
13125,Production,51-7041.00,16.13,25.68,0.2051,False,0.3627,5,0.6276,0.8061,False
13126,Office Support,55-2013.00,77.33,14.97,0.7964,False,0.4837,1,0.7745,0.6569,True
13127,Office Support,47-2221.00,85.3,19.01,0.9185,True,0.1181,2,0.6129,0.564,True
13128,Management,11-9041.01,0.0,25.16,0.0719,True,0.7918,4,0.7813,0.8033,False
13129,Sales,41-9041.00,21.17,45.25,0.1467,True,0.6766,1,0.7943,0.1451,False
13130,Office Support,47-2231.00,68.13,26.37,0.603,False,0.4507,4,0.7145,1.0,True
13131,Healthcare Practitioners,29-1129.02,7.7,16.39,0.0,False,0.4318,1,0.9809,0.6134,False
13132,Office Support,45-2011.00,66.0,27.53,0.7437,True,0.3725,1,0.6243,0.2079,False
13133,Office Support,25-9021.00,69.26,0.01,0.4258,True,0.6453,2,0.7985,0.2379,True
13134,Office Support,29-1299.01,75.08,20.17,0.4989,True,0.4967,2,0.7918,0.3984,True
13135,Production,45-4022.00,13.22,8.57,0.1851,False,0.5823,2,0.6834,0.5782,False
13136,Education,25-1194.00,0.0,38.86,0.157,True,0.8429,2,0.9599,0.3829,False
13137,Office Support,17-3029.08,69.48,11.44,0.6791,True,0.249,3,0.6499,0.2826,True
13138,Production,51-9011.00,15.5,25.13,0.2517,False,0.2803,2,0.7174,0.7036,False
13139,Arts & Design,27-1025.00,42.55,22.99,0.367,True,0.5465,3,0.7504,0.1398,True
13140,Office Support,45-4023.00,76.94,8.15,0.9666,True,0.3912,4,0.7063,0.3181,True
13141,Technology/Computer,21-1099.00,28.04,39.28,0.2138,True,0.7699,3,0.2319,0.3654,False
13142,Healthcare Practitioners,21-1022.00,16.56,4.25,0.1737,True,0.3836,2,0.6984,0.7755,False
13143,Office Support,47-5071.00,91.06,26.78,1.0,True,0.8455,1,0.78,0.3894,True
13144,Office Support,47-2131.00,90.97,25.03,0.9785,False,0.7512,2,0.5023,0.8014,False
13145,Sales,41-3011.00,29.57,36.21,0.0778,True,0.4364,1,0.595,0.7601,False
13146,Office Support,49-9011.00,75.9,9.12,0.838,True,0.0797,1,0.5117,0.5435,True
13147,Production,51-2099.00,30.66,15.7,0.0547,False,0.8338,1,0.3125,0.4361,False
13148,Architecture & Engineering,17-2131.00,0.0,31.4,0.0,False,0.5451,3,1.0,0.3679,False
13149,Office Support,19-4043.00,86.54,19.53,0.8595,True,0.5999,3,0.6407,0.1118,True
13150,Office Support,51-4052.00,78.95,24.3,0.6611,True,0.9965,2,0.5063,0.584,False
13151,Office Support,31-1122.00,85.43,19.06,0.8211,True,0.5602,1,0.7519,0.257,True
13152,Architecture & Engineering,17-2199.05,9.83,35.74,0.0559,False,0.585,1,0.6814,0.077,False
13153,Office Support,47-2161.00,83.83,25.23,0.8756,True,0.2683,3,0.7695,0.4699,True
13154,Life/Physical Science,19-2012.00,1.57,32.33,0.0,False,0.7452,1,0.8912,0.5059,False
