emp_id,sector,soc_code,job_title,job_category,experience_level,years_of_experience,education_required,city,country,is_remote_eligible,remote_type,is_remote_friendly,company_size,annual_salary_usd,salary_min_usd,salary_max_usd,salary_tier,ai_salary_premium_pct,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,required_skills_count,is_llm_role,demand_score,demand_growth_yoy_pct,hiring_urgency,job_openings,projected_openings_2030,benefits_score_10,posting_year,posting_month,is_senior,gender_diversity_pct,ai_impact_level,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,task_codifiability_score,skill_transferability_score,org_ai_maturity_stage,education_mismatch_idx,resilience_score,job_zone,median_salary_onet,chance_of_automation_onet,bls_employment_baseline,working_age_pop_baseline,claude_ai_adoption_index,api_adoption_index,task_thinking_fraction,task_validation_fraction,task_learning_fraction,task_directive_fraction,task_iteration_fraction,task_feedback_loop_fraction,job_forecast_onet,is_bright_outlook_onet,is_green_onet,state_gdp_baseline,country_gdp_baseline,overall_risk_category,displacement_occurred
11946,Life/Physical Science,19-1099.00,"Life Scientists, All Other",Data Engineering,Lead (10+ yrs),7,PhD,Seattle,USA,0,On-site,0,Enterprise (5000+),264000,211200,316800,Senior ($200-300k),8.9,1,0,1,1,0,7,1,88,13.1,High,2,2972,9.1,2026,2,0,55.28,Low,6.93,68.98,0.05,0,0.9732,2,0,3.51,3,78190,-1,1829778,26086676,55.15,54.18,0.4516,0.0496,0.1239,0.1997,0.0636,0.1116,700,0,0,1.5989E+11,1.47081E+13,Low Risk,0
11947,Education,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Data Science,Lead (10+ yrs),5,Bachelor's,London,UK,0,On-site,0,Startup (1-50),167000,133600,200400,Upper-Mid ($150-200k),8.9,0,0,0,0,0,3,0,92,61.4,Medium,4,2169,9.1,2025,6,0,41.51,Low,18.98,50.52,0.1087,0.321,0.6498,2,0.2497,13.17,5,74440,-1,1044800,14971752,71.84,50.81,0.2949,0.1182,0.1298,0.1001,0.2932,0.0638,1200,1,0,14234092535,8.46943E+12,Low Risk,0
11948,Office Support,51-2051.00,Fiberglass Laminators and Fabricators,Architecture,Mid (3-5 yrs),13,Master's,New York,USA,1,Remote,1,Big Tech (FAANG+),344000,275200,412800,Elite (>$300k),16.3,0,0,1,0,1,5,1,84,21.3,High,9,9759,9.3,2026,2,0,56.63,High,84.76,25.83,0.4673,0.9816,0.5795,3,0.2103,5.89,3,60000,0.8476,816591,6736655,36.71,55.98,0.3976,0.0788,0.1281,0.128,0.1433,0.1242,Average,0,0,67165658467,2.46934E+13,High Risk,1
11949,Life/Physical Science,19-2021.00,Atmospheric and Space Scientists,Data Science,Entry (0-2 yrs),7,Associate's,Beijing,China,0,On-site,0,Startup (1-50),157000,125600,188400,Upper-Mid ($150-200k),6,1,0,1,0,1,5,1,90,17.1,Medium,2,5484,8.9,2025,10,0,60.11,Low,20.32,49.41,0.1828,0.4011,0.576,2,0,4.02,4,94110,67,261806,41849361,70.55,38.21,0.3994,0.1395,0.1168,0.0514,0.2014,0.0915,1100,1,1,3.32072E+11,2.09852E+13,Low Risk,0
11950,Office Support,47-4021.00,Elevator and Escalator Installers and Repairers,AI Engineering,Lead (10+ yrs),2,Bootcamp/Self-taught,Singapore,Singapore,1,Remote,1,Big Tech (FAANG+),233000,186400,279600,Senior ($200-300k),9.4,0,1,0,1,0,6,1,82,8.5,Low,4,4723,6.4,2026,3,0,22.58,High,66.97,19.52,0.5026,0.5918,0.5324,5,0.1833,2.64,3,79780,39,343554,40503363,51.68,69.61,0.409,0.1272,0.0904,0.1818,0.1153,0.0763,3500,1,0,1.08213E+11,2.88094E+12,High Risk,0
11951,Production,39-4012.00,Crematory Operators,Robotics,Senior (6-9 yrs),5,Associate's,Berlin,Germany,0,On-site,0,Big Tech (FAANG+),166000,132800,199200,Upper-Mid ($150-200k),10.3,1,0,0,0,0,4,0,76,27.6,Medium,4,9159,8.6,2026,2,1,77.22,Low,12.83,30.5,0.0792,0.182,0.2317,2,0.4977,6.55,1,60000,0.1283,1594333,6301703,81.69,35.18,0.2137,0.1337,0.0514,0.2361,0.2178,0.1473,Average,0,0,37325774291,9.1008E+12,Low Risk,0
11952,Management,11-3012.00,Administrative Services Managers,AI Engineering,Mid (3-5 yrs),3,Bachelor's,Beijing,China,1,Remote,1,Big Tech (FAANG+),145000,116000,174000,Mid ($100-150k),4.2,1,1,0,0,1,6,0,87,21.8,Medium,3,7089,8.3,2026,3,0,37.04,Low,19.78,43.25,0.1082,0.1629,0.6762,5,0.1658,4.78,5,60000,0.1978,1083733,28709919,61.26,21.1,0.46,0.1761,0.1172,0.1252,0.0439,0.0777,Average,0,0,4.01516E+11,1.03531E+13,Low Risk,0
11953,Technology/Computer,29-1229.04,Physical Medicine and Rehabilitation Physicians,Robotics,Senior (6-9 yrs),6,Bachelor's,Bangalore,India,1,Remote,1,Enterprise (5000+),125000,100000,150000,Mid ($100-150k),11.8,1,1,1,1,1,8,1,76,16.9,High,7,8624,9.4,2025,7,1,52.59,Medium,36.78,89.64,0.2103,0.3893,0.671,3,0.4694,4.56,5,60000,0.3678,867015,2491002,43.48,73.94,0.2511,0.149,0.168,0.098,0.1737,0.1602,Average,0,0,3.31877E+11,4.9999E+12,Medium Risk,1
11954,Education,25-2023.00,"Career/Technical Education Teachers, Middle School",Research,Lead (10+ yrs),12,Master's,Remote,Global,0,On-site,0,Big Tech (FAANG+),336000,268800,403200,Elite (>$300k),10.1,1,1,0,1,1,5,1,88,13.2,High,9,2628,6.9,2026,3,0,20.85,Medium,25.3,62.01,0.1426,0.2337,0.546,3,0,3.65,4,59230,26,790101,24017771,91.13,57.87,0.1123,0.1997,0.0969,0.1842,0.2775,0.1294,900,0,0,2.51128E+11,1.31695E+13,Low Risk,0
11955,Office Support,29-2035.00,Magnetic Resonance Imaging Technologists,AI Engineering,Lead (10+ yrs),2,PhD,Boston,USA,1,Remote,1,Mid-size (501-5000),336000,268800,403200,Elite (>$300k),4.1,0,0,1,1,0,5,1,94,60.9,High,3,1920,8.7,2026,2,0,76.33,High,84.51,13.77,0.4342,0.9828,0.0132,4,0,12.59,3,71670,-1,959525,7831164,49.73,11.63,0.3765,0.049,0.1602,0.19,0.1826,0.0416,2700,1,0,76946896089,1.09342E+13,High Risk,0
11956,Office Support,43-4071.00,File Clerks,Security,Mid (3-5 yrs),7,Master's,Chicago,USA,1,Remote,1,Enterprise (5000+),205000,164000,246000,Senior ($200-300k),10,1,1,1,0,1,8,1,80,27.4,Low,3,2931,7.5,2026,2,0,76.43,High,79.61,13.98,0.6982,0.9188,0.6159,2,0.1988,6.48,2,31700,97,737319,4400273,60.48,81.44,0.3741,0.0536,0.1359,0.1698,0.1636,0.103,11900,0,0,3.21668E+11,2.45177E+13,High Risk,1
11957,Office Support,13-2052.00,Personal Financial Advisors,Data Science,Entry (0-2 yrs),3,PhD,Tokyo,Japan,1,Remote,1,SME (51-500),138000,110400,165600,Mid ($100-150k),3.2,0,0,1,0,0,5,1,92,53.5,Medium,3,8412,7.5,2025,2,0,66.88,High,84.25,27.69,0.6436,0.992,0.775,1,0.1586,11.02,4,88890,58,1608613,30356103,66.02,53.76,0.23,0.0652,0.0832,0.2522,0.1613,0.2082,23200,1,1,3.38741E+11,1.48433E+13,High Risk,1
11958,Office Support,49-9041.00,Industrial Machinery Mechanics,AI Engineering,Entry (0-2 yrs),6,Master's,Seattle,USA,0,On-site,0,Mid-size (501-5000),209000,167200,250800,Senior ($200-300k),9.9,0,0,0,1,1,5,1,90,17.1,High,8,3312,7.2,2026,3,0,20.78,High,75.23,22.37,0.474,0.7792,0.4179,2,0.3708,4.41,3,52340,67,1362746,4980128,61.08,42.95,0.4158,0.1744,0.1009,0.1833,0.0528,0.0728,37800,0,1,4.6172E+11,5.00729E+12,High Risk,0
11959,Office Support,51-9123.00,"Painting, Coating, and Decorating Workers",AI Engineering,Mid (3-5 yrs),5,Master's,Boston,USA,1,Remote,1,Enterprise (5000+),161000,128800,193200,Upper-Mid ($150-200k),4.8,0,1,0,1,0,5,1,82,10.4,Medium,4,4434,8.8,2026,1,0,73.2,High,75.46,10.79,0.6377,0.9617,0.7853,5,0.0984,2.56,1,31050,92,1125808,23374821,35.12,66.4,0.1019,0.2233,0.063,0.2314,0.2149,0.1656,1400,0,0,11477384351,3.0164E+12,High Risk,0
11960,Office Support,53-7199.00,"Material Moving Workers, All Other",AI Engineering,Entry (0-2 yrs),6,Bootcamp/Self-taught,Beijing,China,0,On-site,0,Big Tech (FAANG+),155000,124000,186000,Upper-Mid ($150-200k),12.3,0,0,1,0,1,3,1,96,86.1,High,8,4632,9.2,2025,1,0,75.54,High,84.08,18.74,0.7015,0.9874,0.5159,2,0.2047,18.45,3,29410,-1,1278080,25045346,56.72,79.53,0.2,0.1933,0.0468,0.1363,0.2868,0.1367,3700,0,0,2.79946E+11,2.36974E+13,High Risk,0
11961,Architecture & Engineering,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Governance,Entry (0-2 yrs),10,PhD,Toronto,Canada,0,On-site,0,Big Tech (FAANG+),138000,110400,165600,Mid ($100-150k),8.9,1,0,1,0,1,5,1,72,23.2,Low,3,551,7.7,2026,2,0,73.74,Low,17.75,70.34,0.1524,0.1493,0.6765,3,0.3343,5.53,3,67010,48,1402377,45068211,56.38,49.38,0.4526,0.0457,0.0707,0.1058,0.2704,0.0548,1100,0,0,2.54493E+11,2.38944E+12,Low Risk,0
11962,Office Support,29-1299.01,Naturopathic Physicians,Business,Senior (6-9 yrs),3,Associate's,Amsterdam,Netherlands,0,On-site,0,Enterprise (5000+),131000,104800,157200,Mid ($100-150k),8.7,1,1,1,0,1,8,1,78,7.7,Low,4,8552,9.1,2026,2,1,33.55,Critical,88.39,15.31,0.5669,0.9828,0.2898,5,0.2493,2.41,3,60000,0.8839,1682831,4984582,48.55,31.19,0.1316,0.1474,0.1391,0.2415,0.2599,0.0805,Average,0,0,2.99801E+11,2.42254E+13,High Risk,1
11963,Education,25-2056.00,"Special Education Teachers, Elementary School",Product,Mid (3-5 yrs),9,Bachelor's,Berlin,Germany,0,On-site,0,Startup (1-50),140000,112000,168000,Mid ($100-150k),15.6,1,1,1,1,1,6,1,85,22.5,High,7,5232,6.2,2025,6,0,38.42,Low,8.39,60.08,0.0663,0.1698,0.5541,3,0.3777,6.06,1,60000,0.0839,1800312,18497192,21.51,56.43,0.2959,0.1881,0.0859,0.1842,0.1298,0.1161,Average,0,0,1.57053E+11,1.66958E+13,Low Risk,0
11964,Architecture & Engineering,17-2141.00,Mechanical Engineers,AI Engineering,Mid (3-5 yrs),2,PhD,Seattle,USA,0,On-site,0,Startup (1-50),159000,127200,190800,Upper-Mid ($150-200k),4.5,1,1,0,0,1,5,1,82,15.9,Low,1,9413,7.6,2025,7,0,40.74,Low,15.09,64.14,0.0851,0.0376,0.7116,1,0.0313,3.63,4,87370,1.1,1367888,34942035,58.71,47.35,0.2234,0.1224,0.1654,0.2347,0.1731,0.0809,22900,0,1,4.25304E+11,3.42017E+12,Low Risk,1
11965,Business & Financial,13-2099.04,"Fraud Examiners, Investigators and Analysts",Product,Entry (0-2 yrs),9,Master's,Sydney,Australia,1,Remote,1,Mid-size (501-5000),140000,112000,168000,Mid ($100-150k),9.5,1,1,0,1,1,8,1,85,26.5,Medium,2,469,8,2026,2,0,50.55,Medium,34.47,69.82,0.274,0.2453,0.657,2,0.2033,6.25,4,70280,-1,1631476,46934217,41.46,32,0.6329,0.0657,0.1117,0.0538,0.0565,0.0794,13700,0,0,4.46023E+11,2.37587E+13,Medium Risk,0
11966,Arts & Design,27-3099.00,"Media and Communication Workers, All Other",AI Engineering,Senior (6-9 yrs),6,Master's,Bangalore,India,1,Remote,1,SME (51-500),141000,112800,169200,Mid ($100-150k),4.6,0,0,0,1,1,5,1,89,13.5,Low,2,743,8.4,2026,1,1,20.32,Medium,25.03,62.72,0.1281,0.3583,0.8112,4,0.0422,3.16,3,48330,-1,634765,28065113,63,30.29,0.2362,0.0533,0.195,0.0643,0.3278,0.1235,3200,1,0,4.44519E+11,3.65408E+12,Low Risk,1
11967,Life/Physical Science,19-2012.00,Physicists,AI Engineering,Entry (0-2 yrs),6,Master's,Seattle,USA,1,Remote,1,Mid-size (501-5000),209000,167200,250800,Senior ($200-300k),9.9,1,0,1,0,1,5,1,90,17.1,Low,3,1972,7.2,2026,3,0,70.81,Low,12.47,64.32,0.0899,0.0552,0.3037,3,0.3572,4.41,5,120950,10,795071,18252426,14.68,28.38,0.2818,0.0654,0.2017,0.1519,0.1567,0.1424,1800,1,0,4.43836E+11,1.11965E+13,Low Risk,1
11968,Healthcare Practitioners,21-1013.00,Marriage and Family Therapists,AI Engineering,Lead (10+ yrs),9,Master's,Dubai,UAE,0,On-site,0,Startup (1-50),269000,215200,322800,Senior ($200-300k),14.2,0,0,0,0,1,3,0,90,22.1,Medium,3,7642,8.2,2025,2,0,77.75,Low,17.95,18.93,0.1174,0.2298,0.4588,1,0.0548,5.84,5,50090,1.4,1825676,21019887,43.72,76.77,0.4832,0.1321,0.0435,0.0974,0.1167,0.1272,7500,1,0,1.44205E+11,1.99359E+13,Low Risk,0
11969,Arts & Design,27-1025.00,Interior Designers,AI Engineering,Entry (0-2 yrs),5,Bachelor's,London,UK,1,Remote,1,Startup (1-50),160000,128000,192000,Upper-Mid ($150-200k),9.7,0,1,0,0,1,4,1,98,48,High,8,929,8.2,2026,3,0,41.21,Medium,35.41,66.51,0.2708,0.379,0.3251,1,0.1286,10.57,4,53370,2,1638377,1462504,45.52,39.2,0.2535,0.1152,0.1482,0.2065,0.2256,0.0509,8000,0,0,2.23273E+11,2.39441E+13,Medium Risk,1
11970,Office Support,29-1211.00,Anesthesiologists,Data Science,Lead (10+ yrs),7,Bootcamp/Self-taught,Dubai,UAE,1,Remote,1,SME (51-500),201000,160800,241200,Senior ($200-300k),9.5,0,0,1,1,1,6,1,90,6.6,High,7,9751,6.7,2025,11,0,30.73,High,69.87,26.72,0.397,0.6985,0.6338,2,0.2067,2.27,2,60000,0.6987,515767,10475717,50.87,58.58,0.1277,0.2037,0.1342,0.1118,0.2578,0.1649,Average,0,0,23481516473,1.22598E+13,High Risk,1
11971,Healthcare Practitioners,29-1125.00,Recreational Therapists,AI Engineering,Lead (10+ yrs),7,Bachelor's,Chicago,USA,1,Remote,1,Enterprise (5000+),279000,223200,334800,Senior ($200-300k),8,1,1,1,1,1,6,1,97,26.5,High,8,4246,9.8,2026,2,0,78.97,Low,0,55.25,0,0.0092,0.5925,3,0,6.1,4,47860,0.3,1464317,39302370,61,69.03,0.1271,0.1591,0.0904,0.2553,0.2946,0.0736,1100,1,0,91468255526,1.66269E+13,Low Risk,0
11972,Production,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Data Engineering,Senior (6-9 yrs),6,Bachelor's,Beijing,China,0,On-site,0,SME (51-500),130000,104000,156000,Mid ($100-150k),14.6,1,1,1,1,1,7,1,88,6.1,High,7,9522,9.6,2025,1,1,43.61,Medium,31.73,30.51,0.1595,0.3333,0.7804,3,0.258,2.68,5,60000,0.3173,618563,14559211,25.76,31.78,0.2677,0.1528,0.1355,0.1908,0.1134,0.1397,Average,0,0,2.11779E+11,1.59151E+13,Medium Risk,0
11973,Production,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Product,Lead (10+ yrs),5,Bootcamp/Self-taught,Los Angeles,USA,0,On-site,0,Enterprise (5000+),283000,226400,339600,Senior ($200-300k),9.4,1,0,1,0,1,7,1,85,17.3,Medium,1,2228,8.9,2026,1,0,34.24,Low,22,22.21,0.1142,0.1329,0.3922,3,0.2429,4.4,2,28780,97,746254,24315698,55.95,43.61,0.1687,0.3135,0.1578,0.0648,0.2001,0.095,1000,0,0,1.91195E+11,9.92343E+12,Low Risk,0
11974,Office Support,19-2011.00,Astronomers,Infrastructure,Senior (6-9 yrs),6,PhD,Austin,USA,1,Remote,1,Startup (1-50),230000,184000,276000,Senior ($200-300k),14.9,1,0,1,0,0,3,1,85,29.4,Low,2,5183,8,2026,1,1,26.01,Medium,56.98,9.13,0.5065,0.7056,0.6673,4,0,7.37,5,105680,4,65385,12987752,39.13,81.53,0.4311,0.0975,0.0507,0.107,0.2494,0.0643,200,0,0,1.77471E+11,2.06023E+13,Medium Risk,1
11975,Healthcare Practitioners,29-1243.00,Pediatric Surgeons,AI Engineering,Entry (0-2 yrs),2,Bootcamp/Self-taught,Berlin,Germany,0,On-site,0,Big Tech (FAANG+),109000,87200,130800,Mid ($100-150k),5.4,0,1,0,1,0,6,1,82,28.8,Medium,2,7408,9.7,2026,1,0,70.52,Low,17.91,50.84,0.0992,0.1825,0.4253,3,0.0103,6.3,3,60000,0.1791,404132,20445208,28.49,53.08,0.4014,0.2145,0.0595,0.0874,0.1534,0.0837,Average,0,0,1.74625E+11,8.67587E+12,Low Risk,0
11976,Office Support,11-9121.02,Water Resource Specialists,Robotics,Mid (3-5 yrs),3,Bachelor's,Singapore,Singapore,1,Remote,1,SME (51-500),130000,104000,156000,Mid ($100-150k),8.7,1,0,1,1,1,7,1,76,22,High,5,2509,6.6,2026,2,0,27.63,High,73.21,27.7,0.6326,0.6362,0.5981,5,0.0921,5.27,4,123860,-1,1229469,20745537,50.99,56.08,0.2171,0.1005,0.1001,0.1897,0.2771,0.1155,6100,0,1,1.33758E+11,1.58202E+13,High Risk,1
11977,Office Support,39-5093.00,Shampooers,Product,Lead (10+ yrs),7,Master's,Paris,France,1,Remote,1,Enterprise (5000+),281000,224800,337200,Senior ($200-300k),15.9,0,0,0,0,1,2,0,85,19.2,Medium,3,5720,8.9,2025,11,0,78.58,High,72.93,21.87,0.3934,0.9956,0.2654,3,0.2528,5.43,2,21640,79,1644902,25266576,65.33,27.84,0.273,0.1449,0.0545,0.164,0.2525,0.111,2500,1,0,2.04127E+11,1.07987E+13,High Risk,1
11978,Architecture & Engineering,41-9031.00,Sales Engineers,AI Engineering,Senior (6-9 yrs),4,Bachelor's,Berlin,Germany,0,On-site,0,SME (51-500),175000,140000,210000,Upper-Mid ($150-200k),8.1,1,1,1,0,1,8,1,91,46.7,Low,6,5752,6.6,2026,2,1,73.12,Low,19.73,64.6,0.1555,0.1706,0.4293,1,0.1853,10.15,4,101420,0.4,1294820,23057648,69.85,81.14,0.383,0.0882,0.0922,0.0947,0.2803,0.0615,7900,0,0,3.94845E+11,1.28008E+13,Low Risk,1
11979,Architecture & Engineering,13-1081.01,Logistics Engineers,AI Engineering,Mid (3-5 yrs),4,Master's,London,UK,1,Remote,1,Enterprise (5000+),189000,151200,226800,Upper-Mid ($150-200k),7.8,0,1,0,1,0,5,1,94,48.3,Low,6,2014,7.1,2026,2,0,60.41,Low,11.55,79.44,0.096,0.1242,0.527,1,0.3351,10.44,4,74600,-1,1562856,11815580,61.03,74.62,0.3722,0.0629,0.1434,0.1652,0.0958,0.1604,17900,0,1,3.41608E+11,1.84808E+13,Low Risk,0
11980,Education,25-1066.00,"Psychology Teachers, Postsecondary",Data Science,Entry (0-2 yrs),6,Bachelor's,Remote,Global,0,On-site,0,Mid-size (501-5000),157000,125600,188400,Upper-Mid ($150-200k),4.1,1,1,0,0,1,6,0,90,10.3,High,7,6537,9.2,2025,6,0,68.86,Low,13.53,42.53,0.0712,0.3192,0,4,0.3551,2.47,5,76710,-1,450948,20462373,44.68,53.38,0.2073,0.1438,0.1633,0.1405,0.1671,0.178,4800,1,0,4.46435E+11,2.2985E+13,Low Risk,1
11981,Office Support,25-9043.00,"Teaching Assistants, Special Education",Data Engineering,Senior (6-9 yrs),2,Master's,Boston,USA,1,Remote,1,Startup (1-50),187000,149600,224400,Upper-Mid ($150-200k),12.1,0,0,0,1,0,3,1,88,27.8,High,9,1278,6,2026,2,1,74.08,High,69.95,23.6,0.4783,0.5303,0.6698,4,0.1228,6.77,4,60000,0.6995,268481,17110784,62.07,42.61,0.3294,0.0639,0.0871,0.1415,0.2647,0.1134,Average,0,0,4.87628E+11,1.85097E+13,High Risk,1
11982,Office Support,51-9022.00,"Grinding and Polishing Workers, Hand",Governance,Entry (0-2 yrs),3,Master's,Boston,USA,1,Remote,1,Big Tech (FAANG+),176000,140800,211200,Upper-Mid ($150-200k),17.6,0,1,1,0,1,6,1,68,5.9,Medium,3,6024,9.1,2026,3,0,35.89,Critical,90.04,12.95,0.6105,0.8543,0.2664,1,0,2.94,1,29550,97,19866,37446739,73.1,14.23,0.3669,0.1614,0.1412,0.056,0.2061,0.0684,2600,0,0,2.64773E+11,2.05149E+13,High Risk,0
11983,Office Support,15-1299.04,Penetration Testers,Product,Senior (6-9 yrs),8,Master's,Tokyo,Japan,1,Remote,1,Mid-size (501-5000),175000,140000,210000,Upper-Mid ($150-200k),16.2,0,1,1,1,1,8,1,85,7.1,High,1,2897,8.3,2026,2,1,33.71,Medium,54.25,12.08,0.3163,0.4923,0.4343,2,0.3873,3.04,3,60000,0.5425,148059,21748258,52.53,30.59,0.473,0.2251,0.0569,0.0776,0.0854,0.082,Average,0,0,3.05001E+11,1.45001E+13,Medium Risk,1
11984,Office Support,29-1211.00,Anesthesiologists,AI Engineering,Lead (10+ yrs),10,Master's,Bangalore,India,1,Remote,1,Mid-size (501-5000),120000,96000,144000,Mid ($100-150k),11.7,1,1,0,0,1,5,0,97,29.7,Medium,1,2203,8.4,2025,5,0,42.65,High,65.62,31.6,0.4968,0.4979,0.1704,4,0.3958,7.11,1,60000,0.6562,855763,15720813,69.06,36.87,0.3136,0.2755,0.128,0.1306,0.1035,0.0487,Average,0,0,4.29628E+11,1.62726E+13,High Risk,1
11985,Education,25-2011.00,"Preschool Teachers, Except Special Education",Data Science,Senior (6-9 yrs),8,Bachelor's,Toronto,Canada,0,On-site,0,Mid-size (501-5000),159000,127200,190800,Upper-Mid ($150-200k),4.8,0,0,1,1,1,5,1,92,37.7,High,5,9945,9.7,2026,1,1,31.76,Low,11.3,59.57,0.0809,0,0.3163,2,0.2322,8.02,3,29780,0.7,1700838,10509200,62.97,22.26,0.1828,0.2178,0.1005,0.1797,0.2703,0.0488,58100,1,0,68751696177,2.282E+13,Low Risk,0
11986,Architecture & Engineering,17-2011.00,Aerospace Engineers,AI Engineering,Entry (0-2 yrs),2,Bootcamp/Self-taught,Amsterdam,Netherlands,0,On-site,0,Big Tech (FAANG+),98000,78400,117600,Entry (<$100k),9.1,0,1,0,1,1,5,1,82,5.8,Medium,2,5029,6.2,2025,6,0,56.41,Low,0,76.52,0,0.1114,0.8982,2,0,2.07,4,115220,1.7,871464,30929351,71.47,67.71,0.4133,0.0801,0.1278,0.2622,0.0593,0.0573,4500,0,1,4.92859E+11,1.52554E+13,Low Risk,0
11987,Office Support,49-3051.00,Motorboat Mechanics and Service Technicians,Infrastructure,Mid (3-5 yrs),5,Bachelor's,Austin,USA,1,Remote,1,SME (51-500),151000,120800,181200,Upper-Mid ($150-200k),11.2,0,1,1,0,1,7,1,85,13.6,High,9,2681,7.4,2026,1,0,55.87,High,62.19,28.55,0.3666,0.6183,0.7019,2,0.4172,3.84,3,40180,66,397992,49023173,42.38,65.34,0.3443,0.0944,0.1536,0.068,0.2385,0.1013,2700,0,0,91472829998,2.18725E+13,High Risk,1
11988,Healthcare Practitioners,29-1161.00,Nurse Midwives,AI Engineering,Lead (10+ yrs),2,Bachelor's,New York,USA,0,On-site,0,Enterprise (5000+),360000,288000,432000,Elite (>$300k),10,0,1,0,0,1,5,1,98,33.2,Low,4,9704,9.5,2026,1,0,42.4,Low,19.15,34.28,0.1635,0.1251,0.9273,1,0.3385,7.64,5,103770,-1,664644,4951637,63.43,18.56,0.445,0.0707,0.0704,0.1503,0.1348,0.1287,500,1,0,4.89353E+11,6.54389E+12,Low Risk,0
11989,Production,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",AI Engineering,Mid (3-5 yrs),8,PhD,Singapore,Singapore,0,On-site,0,Mid-size (501-5000),193000,154400,231600,Upper-Mid ($150-200k),13.1,1,1,0,0,0,4,1,95,85.1,High,9,157,8,2026,1,0,37.55,Low,7.76,53.29,0.0563,0.1575,0.3392,1,0.1802,18.33,2,34620,86,353357,30749817,29.06,50.19,0.4439,0.1986,0.1333,0.1253,0.0454,0.0534,7300,0,0,64550803483,9.30133E+12,Low Risk,0
11990,Office Support,53-6061.00,Passenger Attendants,AI Engineering,Mid (3-5 yrs),3,Master's,Tokyo,Japan,1,Remote,1,Startup (1-50),158000,126400,189600,Upper-Mid ($150-200k),10.3,0,1,0,0,0,2,1,96,34.2,High,9,8702,6.2,2026,2,0,20.43,High,74.71,14.34,0.5672,0.756,0.4854,3,0.0597,7.87,2,26760,75,1927896,44400843,51.65,39.2,0.43,0.0684,0.1077,0.2502,0.0644,0.0792,3600,0,0,3.01539E+11,1.39714E+13,High Risk,1
11991,Office Support,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Governance,Entry (0-2 yrs),5,PhD,Austin,USA,1,Remote,1,Big Tech (FAANG+),188000,150400,225600,Upper-Mid ($150-200k),15.9,0,0,0,1,1,3,1,68,10.9,Low,3,887,7.2,2025,1,0,42.85,High,84.99,26.27,0.7262,0.6459,0.23,2,0.2192,3.77,3,24730,11,1002200,34037526,53.74,59.59,0.3287,0.0616,0.1471,0.122,0.2339,0.1068,94600,1,0,1.07049E+11,2.46866E+13,High Risk,1
11992,Architecture & Engineering,17-3025.00,Environmental Engineering Technologists and Technicians,AI Engineering,Entry (0-2 yrs),10,PhD,Beijing,China,0,On-site,0,Enterprise (5000+),145000,116000,174000,Mid ($100-150k),6.2,0,0,1,1,0,4,1,91,65.9,High,5,1837,7.5,2026,3,0,25.22,Low,0.03,84.7,0.0003,0,0.4045,2,0.1501,13.8,4,50560,25,1357601,49274277,55.02,26.97,0.502,0.0676,0.0867,0.0558,0.2421,0.0458,2000,1,1,1.94605E+11,4.27932E+12,Low Risk,0
11993,Education,25-2023.00,"Career/Technical Education Teachers, Middle School",Data Science,Senior (6-9 yrs),8,Bachelor's,Tokyo,Japan,1,Remote,1,Startup (1-50),157000,125600,188400,Upper-Mid ($150-200k),6.1,1,0,0,0,0,5,0,90,21.8,Low,2,9547,6.3,2026,1,1,38.56,Low,23.37,46.98,0.156,0.2018,0.5891,1,0.2702,4.97,4,59230,26,1452416,37899822,59.02,37.67,0.2035,0.0904,0.055,0.1672,0.3316,0.1524,900,0,0,77532477560,8.02718E+12,Low Risk,1
11994,Architecture & Engineering,17-3022.00,Civil Engineering Technologists and Technicians,AI Engineering,Lead (10+ yrs),10,Master's,Bangalore,India,0,On-site,0,Mid-size (501-5000),120000,96000,144000,Mid ($100-150k),11.7,0,1,1,0,1,4,1,97,29.7,Medium,6,6260,8.4,2025,5,0,74.48,Medium,26.96,78.99,0.2334,0.2723,0.2988,3,0.4004,7.11,3,52580,75,1909040,28425620,61.1,69.69,0.1292,0.1255,0.1734,0.2264,0.1838,0.1617,7700,0,0,3.62427E+11,2.37854E+13,Low Risk,0
11995,Office Support,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Robotics,Lead (10+ yrs),4,Master's,Beijing,China,1,Remote,1,Startup (1-50),125000,100000,150000,Mid ($100-150k),15.6,0,1,0,1,1,4,1,76,20.7,Medium,2,4488,6.6,2026,1,0,49.16,High,60.52,8.18,0.3874,0.7687,0.5717,1,0,5.7,3,58110,-1,962943,5994190,65.89,27.94,0.3538,0.1246,0.0454,0.1331,0.2599,0.0833,5400,0,1,3.97231E+11,1.57344E+13,High Risk,1
